START-OF-LOG: 2.3
CREATED-BY: TR Log POST Version 6.80
CALLSIGN: K4RO
CONTEST: CQ-WW-CW
ARRL-SECTION: TN
CATEGORY: SINGLE-OP ALL HIGH CW
CLAIMED-SCORE: 1901178
CLUB: Tennessee Contest Group
NAME: Kirk Pickering
OPERATORS: K4RO
SOAPBOX: Thanks to all of the DX stations for getting on.
QSO:  7000 CW 2005-11-27 2338 K4RO          599 04     OM6KW         599 15
QSO:  7000 CW 2005-11-27 2339 K4RO          599 04     DJ6QT         599 14
QSO:  7000 CW 2005-11-27 2340 K4RO          599 04     IK4NQW        599 15
QSO:  7000 CW 2005-11-27 2341 K4RO          599 04     K3KYR         599 05
QSO:  7000 CW 2005-11-27 2341 K4RO          599 04     CT3DL         599 33
QSO:  7000 CW 2005-11-27 2342 K4RO          599 04     WB0GGM        599 04
QSO: 14000 CW 2005-11-27 2342 K4RO          599 04     ZD8A          599 36
QSO:  7000 CW 2005-11-27 2344 K4RO          599 04     IS0IGV        599 15
QSO:  7000 CW 2005-11-27 2345 K4RO          599 04     KB1LQC        599 05
QSO:  7000 CW 2005-11-27 2345 K4RO          599 04     TM6X          599 14
QSO:  7000 CW 2005-11-27 2347 K4RO          599 04     W5FFK/HR5     599 07
QSO:  7000 CW 2005-11-27 2349 K4RO          599 04     OM8ON         599 15
QSO:  7000 CW 2005-11-27 2351 K4RO          599 04     VE3ARF        599 04
QSO:  7000 CW 2005-11-27 2351 K4RO          599 04     W5BBR         599 04
QSO:  3500 CW 2005-11-27 2354 K4RO          599 04     VE2XAA        599 05
QSO:  7000 CW 2005-11-27 2357 K4RO          599 04     VE2FU         599 05
END-OF-LOG: 
