START-OF-LOG: 3.0
LOCATION: DX
CALLSIGN: TI5M
CATEGORY-OPERATOR: MULTI-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: SSB
CATEGORY-STATION: FIXED
CATEGORY-TRANSMITTER: ONE
CLAIMED-SCORE: 2721459
CLUB: Georgia Contest Group
CONTEST: CQ-WW-SSB
CREATED-BY: WriteLog V11.12D
NAME: Eddie L. Wilson, Jr.
OPERATORS: TI2JCY  TI2KAC  TI4ZM  TI2LCO  K4UN
QSO: 21350 PH 2014-10-25 2036 TI5M           59     07 AD0H           59      4
QSO: 21350 PH 2014-10-25 2037 TI5M           59     07 KP4JFR         59      8
QSO: 21350 PH 2014-10-25 2037 TI5M           59     07 ED4AA          59     14
QSO: 21350 PH 2014-10-25 2037 TI5M           59     07 EA4CRP         59     14
QSO: 21350 PH 2014-10-25 2038 TI5M           59     07 EA6EE          59     14
QSO: 21350 PH 2014-10-25 2038 TI5M           59     07 AA4R           59      4
QSO: 21350 PH 2014-10-25 2038 TI5M           59     07 K1ZZ           59      5
QSO: 21350 PH 2014-10-25 2038 TI5M           59     07 N4RA           59      5
QSO: 21350 PH 2014-10-25 2039 TI5M           59     07 NM1C           59      5
QSO: 21350 PH 2014-10-25 2039 TI5M           59     07 NK9I           59      3
QSO: 21350 PH 2014-10-25 2039 TI5M           59     07 K2AX           59      5
QSO: 21350 PH 2014-10-25 2039 TI5M           59     07 F6HRP          59     14
QSO: 21350 PH 2014-10-25 2040 TI5M           59     07 K7RL           59      3
QSO: 21350 PH 2014-10-25 2040 TI5M           59     07 N9RV           59      4
QSO: 21350 PH 2014-10-25 2040 TI5M           59     07 W2IRT          59      5
QSO: 21350 PH 2014-10-25 2040 TI5M           59     07 K3IPK          59      5
QSO: 21350 PH 2014-10-25 2041 TI5M           59     07 W2YC           59      5
QSO: 21350 PH 2014-10-25 2041 TI5M           59     07 WA2KHO         59      5
QSO: 21350 PH 2014-10-25 2041 TI5M           59     07 K3OO           59      5
QSO: 21350 PH 2014-10-25 2041 TI5M           59     07 KR4F           59      4
QSO: 21350 PH 2014-10-25 2042 TI5M           59     07 W1HQ           59      5
QSO: 21350 PH 2014-10-25 2042 TI5M           59     07 N4PD           59      5
QSO: 21350 PH 2014-10-25 2042 TI5M           59     07 KV9W           59      4
QSO: 21350 PH 2014-10-25 2042 TI5M           59     07 CG3AT          59      4
QSO: 21350 PH 2014-10-25 2042 TI5M           59     07 ED1B           59     14
QSO: 21350 PH 2014-10-25 2042 TI5M           59     07 N9TF           59      4
QSO: 21350 PH 2014-10-25 2043 TI5M           59     07 WN9VMR         59      4
QSO: 21350 PH 2014-10-25 2043 TI5M           59     07 K0ARY          59      4
QSO: 21350 PH 2014-10-25 2043 TI5M           59     07 W1EG           59      5
QSO: 21350 PH 2014-10-25 2043 TI5M           59     07 N8HMG          59      4
QSO: 21350 PH 2014-10-25 2044 TI5M           59     07 CR5T           59     14
QSO: 21350 PH 2014-10-25 2044 TI5M           59     07 VE3NB          59      4
QSO: 21350 PH 2014-10-25 2044 TI5M           59     07 N6QQ           59      3
QSO: 21350 PH 2014-10-25 2044 TI5M           59     07 KA2D           59      5
QSO: 21350 PH 2014-10-25 2045 TI5M           59     07 N9TES          59      4
QSO: 21350 PH 2014-10-25 2045 TI5M           59     07 AD4ES          59      5
QSO: 21350 PH 2014-10-25 2045 TI5M           59     07 N2TX           59      5
QSO: 21350 PH 2014-10-25 2045 TI5M           59     07 N2MUN          59      5
QSO: 21350 PH 2014-10-25 2046 TI5M           59     07 K0KX           59      4
QSO: 21350 PH 2014-10-25 2046 TI5M           59     07 KP2M           59     08
QSO: 21350 PH 2014-10-25 2046 TI5M           59     07 W7OB           59      3
QSO: 21350 PH 2014-10-25 2046 TI5M           59     07 K5KDX          59      4
QSO: 21350 PH 2014-10-25 2046 TI5M           59     07 K1DG           59      5
QSO: 21350 PH 2014-10-25 2046 TI5M           59     07 W1HIS          59      5
QSO: 21350 PH 2014-10-25 2047 TI5M           59     07 N9ZM           59      4
QSO: 21350 PH 2014-10-25 2047 TI5M           59     07 K4AUX          59      5
QSO: 21350 PH 2014-10-25 2047 TI5M           59     07 K0XB           59      4
QSO: 21350 PH 2014-10-25 2047 TI5M           59     07 W8RTN          59      5
QSO: 21350 PH 2014-10-25 2048 TI5M           59     07 W9NWY          59      5
QSO: 21350 PH 2014-10-25 2048 TI5M           59     07 KF2E           59      5
QSO: 21350 PH 2014-10-25 2048 TI5M           59     07 K9XV           59      4
QSO: 21350 PH 2014-10-25 2048 TI5M           59     07 VA3MW          59      4
QSO: 21350 PH 2014-10-25 2048 TI5M           59     07 KD4ACG         59      5
QSO: 21350 PH 2014-10-25 2049 TI5M           59     07 K2YG           59      5
QSO: 21350 PH 2014-10-25 2049 TI5M           59     07 ED2A           59     14
QSO: 21350 PH 2014-10-25 2049 TI5M           59     07 G3KZR          59     14
QSO: 21350 PH 2014-10-25 2049 TI5M           59     07 KC4BQI         59      5
QSO: 21350 PH 2014-10-25 2050 TI5M           59     07 WF0T           59      4
QSO: 21350 PH 2014-10-25 2050 TI5M           59     07 HP2AT          59      7
QSO: 21350 PH 2014-10-25 2051 TI5M           59     07 HK4KM          59      9
QSO: 21350 PH 2014-10-25 2051 TI5M           59     07 W1WTD          59      5
QSO: 21350 PH 2014-10-25 2051 TI5M           59     07 W2VM           59      5
QSO: 21350 PH 2014-10-25 2051 TI5M           59     07 W7UPF          59      3
QSO: 21350 PH 2014-10-25 2052 TI5M           59     07 WA0MHJ         59      4
QSO: 21350 PH 2014-10-25 2052 TI5M           59     07 N4FNB          59      4
QSO: 21350 PH 2014-10-25 2053 TI5M           59     07 W1BJ           59      5
QSO: 21350 PH 2014-10-25 2053 TI5M           59     07 VE3DFA         59      4
QSO: 21350 PH 2014-10-25 2054 TI5M           59     07 W3TB           59      5
QSO: 21350 PH 2014-10-25 2054 TI5M           59     07 VE6BZ          59      4
QSO: 21350 PH 2014-10-25 2055 TI5M           59     07 K8YYY          59      5
QSO: 21350 PH 2014-10-25 2055 TI5M           59     07 VE3MMB         59      4
QSO: 21350 PH 2014-10-25 2055 TI5M           59     07 W2LE           59      5
QSO: 21350 PH 2014-10-25 2055 TI5M           59     07 W4OX           59      5
QSO: 21350 PH 2014-10-25 2055 TI5M           59     07 WX0Z           59      4
QSO: 21350 PH 2014-10-25 2056 TI5M           59     07 WD8S           59      4
QSO: 21350 PH 2014-10-25 2056 TI5M           59     07 N4ARO          59      4
QSO: 21350 PH 2014-10-25 2056 TI5M           59     07 KL7RA          59      1
QSO: 21350 PH 2014-10-25 2057 TI5M           59     07 KK4TXZ         59      5
QSO: 21350 PH 2014-10-25 2057 TI5M           59     07 W3IUU          59      5
QSO: 21350 PH 2014-10-25 2057 TI5M           59     07 EA4UV          59     14
QSO: 21350 PH 2014-10-25 2058 TI5M           59     07 W8TM           59      4
QSO: 21350 PH 2014-10-25 2058 TI5M           59     07 KF3N           59      5
QSO: 21350 PH 2014-10-25 2059 TI5M           59     07 GA5CX          59     14
QSO: 21350 PH 2014-10-25 2059 TI5M           59     07 KB5TMD         59      4
QSO: 21361 PH 2014-10-25 2100 TI5M           59     07 TO2A           59      9
QSO: 21350 PH 2014-10-25 2102 TI5M           59     07 EF8O           59     33
QSO: 21350 PH 2014-10-25 2102 TI5M           59     07 KG5UN          59      4
QSO: 21350 PH 2014-10-25 2103 TI5M           59     07 W0YJT          59      4
QSO: 21350 PH 2014-10-25 2103 TI5M           59     07 K3WI           59      5
QSO: 21350 PH 2014-10-25 2103 TI5M           59     07 W3SM           59      5
QSO: 21350 PH 2014-10-25 2103 TI5M           59     07 K2YG           59      5
QSO: 21350 PH 2014-10-25 2104 TI5M           59     07 KD3RF          59      5
QSO: 21350 PH 2014-10-25 2105 TI5M           59     07 KK4TE          59      5
QSO: 21350 PH 2014-10-25 2105 TI5M           59     07 K5EWJ          59      4
QSO: 21350 PH 2014-10-25 2106 TI5M           59     07 N3FTO          59      5
QSO: 21350 PH 2014-10-25 2106 TI5M           59     07 N5MU           59      4
QSO: 21350 PH 2014-10-25 2106 TI5M           59     07 NE3F           59      5
QSO: 21350 PH 2014-10-25 2106 TI5M           59     07 NP2X           59      8
QSO: 21350 PH 2014-10-25 2106 TI5M           59     07 W3UA           59      5
QSO: 21350 PH 2014-10-25 2107 TI5M           59     07 WO2X           59      5
QSO: 21350 PH 2014-10-25 2107 TI5M           59     07 KY5Q           59      4
QSO: 21350 PH 2014-10-25 2107 TI5M           59     07 EI7M           59     14
QSO: 21350 PH 2014-10-25 2107 TI5M           59     07 CN3A           59     33
QSO: 21350 PH 2014-10-25 2107 TI5M           59     07 K9YX           59      4
QSO: 21350 PH 2014-10-25 2108 TI5M           59     07 W1MA           59      5
QSO: 21350 PH 2014-10-25 2108 TI5M           59     07 WA2JQK         59      5
QSO: 21350 PH 2014-10-25 2108 TI5M           59     07 KB1EFS         59      5
QSO: 21350 PH 2014-10-25 2109 TI5M           59     07 CX4SS          59     13
QSO: 21350 PH 2014-10-25 2109 TI5M           59     07 CX7ACH         59     13
QSO: 21350 PH 2014-10-25 2110 TI5M           59     07 KE2TR          59      5
QSO: 21350 PH 2014-10-25 2110 TI5M           59     07 K3MD           59      5
QSO: 21350 PH 2014-10-25 2110 TI5M           59     07 KI7M           59      3
QSO: 21350 PH 2014-10-25 2111 TI5M           59     07 N1MM           59      5
QSO: 21350 PH 2014-10-25 2111 TI5M           59     07 K2JMY          59      5
QSO: 21350 PH 2014-10-25 2111 TI5M           59     07 N1TO           59      5
QSO: 21350 PH 2014-10-25 2111 TI5M           59     07 NE0U           59      4
QSO: 21350 PH 2014-10-25 2111 TI5M           59     07 WB2KLD         59      5
QSO: 21350 PH 2014-10-25 2112 TI5M           59     07 N2VW           59      5
QSO: 21350 PH 2014-10-25 2112 TI5M           59     07 N1UR           59      5
QSO: 21350 PH 2014-10-25 2112 TI5M           59     07 K2QMF          59      5
QSO: 21350 PH 2014-10-25 2112 TI5M           59     07 AA8UL          59      4
QSO: 21350 PH 2014-10-25 2113 TI5M           59     07 W4RM           59      5
QSO: 21350 PH 2014-10-25 2113 TI5M           59     07 W6YI           59      3
QSO: 21350 PH 2014-10-25 2113 TI5M           59     07 N8SBE          59      4
QSO: 21350 PH 2014-10-25 2113 TI5M           59     07 KD2JOE         59      5
QSO: 21350 PH 2014-10-25 2114 TI5M           59     07 K9AMP          59      4
QSO: 21350 PH 2014-10-25 2114 TI5M           59     07 K4SO           59      5
QSO: 21350 PH 2014-10-25 2114 TI5M           59     07 KE3X           59      5
QSO: 21350 PH 2014-10-25 2114 TI5M           59     07 VE2PIJ         59      5
QSO: 21350 PH 2014-10-25 2115 TI5M           59     07 KG4TEI         59      4
QSO: 21350 PH 2014-10-25 2115 TI5M           59     07 K5IID          59      4
QSO: 21350 PH 2014-10-25 2115 TI5M           59     07 NA8V           59      4
QSO: 21350 PH 2014-10-25 2115 TI5M           59     07 VE5KS          59      4
QSO: 21350 PH 2014-10-25 2115 TI5M           59     07 WA3LWR         59      5
QSO: 21350 PH 2014-10-25 2116 TI5M           59     07 N5JR           59      4
QSO: 21350 PH 2014-10-25 2116 TI5M           59     07 NK7U           59      3
QSO: 21350 PH 2014-10-25 2116 TI5M           59     07 W1RM           59      5
QSO: 21350 PH 2014-10-25 2116 TI5M           59     07 NV9L           59      4
QSO: 21350 PH 2014-10-25 2117 TI5M           59     07 NW3H           59      5
QSO: 21350 PH 2014-10-25 2117 TI5M           59     07 ED7P           59     14
QSO: 21350 PH 2014-10-25 2117 TI5M           59     07 K5WA           59      4
QSO: 21350 PH 2014-10-25 2117 TI5M           59     07 W0KIT          59      4
QSO: 21350 PH 2014-10-25 2118 TI5M           59     07 K1HI           59      5
QSO: 21350 PH 2014-10-25 2118 TI5M           59     07 W0RAA          59      4
QSO: 21350 PH 2014-10-25 2118 TI5M           59     07 K7UA           59      3
QSO: 21350 PH 2014-10-25 2118 TI5M           59     07 KA4JNB         59      8
QSO: 21350 PH 2014-10-25 2119 TI5M           59     07 EF8U           59     33
QSO: 21350 PH 2014-10-25 2119 TI5M           59     07 NU6S           59      3
QSO: 21350 PH 2014-10-25 2119 TI5M           59     07 KN4OK          59      4
QSO: 21350 PH 2014-10-25 2120 TI5M           59     07 WK1J           59      5
QSO: 21350 PH 2014-10-25 2120 TI5M           59     07 AG9S           59      4
QSO: 21350 PH 2014-10-25 2120 TI5M           59     07 N0KV           59      4
QSO: 21350 PH 2014-10-25 2120 TI5M           59     07 VP5T           59      8
QSO: 21350 PH 2014-10-25 2121 TI5M           59     07 N4WDT          59      4
QSO: 21350 PH 2014-10-25 2121 TI5M           59     07 K5HM           59      4
QSO: 21350 PH 2014-10-25 2121 TI5M           59     07 W1ZD           59      3
QSO: 21350 PH 2014-10-25 2121 TI5M           59     07 W3HDH          59      4
QSO: 21350 PH 2014-10-25 2121 TI5M           59     07 KC2ULY         59      5
QSO: 21350 PH 2014-10-25 2122 TI5M           59     07 AB2TC          59      5
QSO: 21350 PH 2014-10-25 2122 TI5M           59     07 W0YJT          59      4
QSO: 21350 PH 2014-10-25 2123 TI5M           59     07 W9IU           59      4
QSO: 21350 PH 2014-10-25 2123 TI5M           59     07 N5KDV          59      4
QSO: 21350 PH 2014-10-25 2123 TI5M           59     07 N8WXQ          59      5
QSO: 21350 PH 2014-10-25 2124 TI5M           59     07 AA9A           59      4
QSO: 21350 PH 2014-10-25 2124 TI5M           59     07 KD8SPF         59      4
QSO: 21350 PH 2014-10-25 2124 TI5M           59     07 W9YB           59      4
QSO: 21350 PH 2014-10-25 2124 TI5M           59     07 K3PP           59      5
QSO: 21350 PH 2014-10-25 2124 TI5M           59     07 KA9O           59      4
QSO: 21350 PH 2014-10-25 2125 TI5M           59     07 W4SJD          59      5
QSO: 21350 PH 2014-10-25 2125 TI5M           59     07 KF4ISV         59      5
QSO: 21350 PH 2014-10-25 2125 TI5M           59     07 K3LAB          59      5
QSO: 21350 PH 2014-10-25 2125 TI5M           59     07 N8BV           59      4
QSO: 21350 PH 2014-10-25 2126 TI5M           59     07 AI4WU          59      5
QSO: 21350 PH 2014-10-25 2126 TI5M           59     07 NT1K           59      5
QSO: 21350 PH 2014-10-25 2126 TI5M           59     07 KB8ZUN         59      4
QSO: 21350 PH 2014-10-25 2126 TI5M           59     07 K1RH           59      5
QSO: 21350 PH 2014-10-25 2127 TI5M           59     07 W1GKT          59      4
QSO: 21350 PH 2014-10-25 2127 TI5M           59     07 KI4FCQ         59      5
QSO: 21350 PH 2014-10-25 2127 TI5M           59     07 K4FS           59      5
QSO: 21350 PH 2014-10-25 2127 TI5M           59     07 K4JKB          59      5
QSO: 21350 PH 2014-10-25 2128 TI5M           59     07 TF2MSN         59     40
QSO: 21350 PH 2014-10-25 2128 TI5M           59     07 VE7XT          59      3
QSO: 21350 PH 2014-10-25 2128 TI5M           59     07 K3SAE          59      5
QSO: 21350 PH 2014-10-25 2129 TI5M           59     07 N5RP           59      4
QSO: 21350 PH 2014-10-25 2129 TI5M           59     07 KE8FT          59      4
QSO: 21350 PH 2014-10-25 2130 TI5M           59     07 LT1F           59     13
QSO: 21350 PH 2014-10-25 2130 TI5M           59     07 W2NO           59      5
QSO: 21350 PH 2014-10-25 2130 TI5M           59     07 K5MXG          59      4
QSO: 21350 PH 2014-10-25 2131 TI5M           59     07 JA2FUJ         59     25
QSO: 21350 PH 2014-10-25 2131 TI5M           59     07 K0BUD          59      4
QSO: 21350 PH 2014-10-25 2131 TI5M           59     07 W3HAC          59      5
QSO: 21350 PH 2014-10-25 2132 TI5M           59     07 NQ9A           59      4
QSO: 21350 PH 2014-10-25 2132 TI5M           59     07 ND9Z           59      4
QSO: 21350 PH 2014-10-25 2132 TI5M           59     07 KA1LOR         59      5
QSO: 21350 PH 2014-10-25 2133 TI5M           59     07 YV5PCA         59      9
QSO: 21350 PH 2014-10-25 2133 TI5M           59     07 NF1O           59      5
QSO: 21350 PH 2014-10-25 2134 TI5M           59     07 KM2O           59      5
QSO: 21350 PH 2014-10-25 2134 TI5M           59     07 KB3OK          59      5
QSO: 21350 PH 2014-10-25 2134 TI5M           59     07 KQ0J           59      4
QSO: 21350 PH 2014-10-25 2134 TI5M           59     07 N7NMS          59      5
QSO: 21350 PH 2014-10-25 2135 TI5M           59     07 WB4AXZ         59      5
QSO: 21350 PH 2014-10-25 2135 TI5M           59     07 K5TR           59      4
QSO: 21350 PH 2014-10-25 2135 TI5M           59     07 N6JV           59      3
QSO: 21350 PH 2014-10-25 2135 TI5M           59     07 N8VV           59      4
QSO: 21350 PH 2014-10-25 2136 TI5M           59     07 KC7IGT         59      3
QSO: 21350 PH 2014-10-25 2137 TI5M           59     07 VA3YP          59      4
QSO: 21350 PH 2014-10-25 2137 TI5M           59     07 AA7MD          59      3
QSO: 21350 PH 2014-10-25 2137 TI5M           59     07 KQ1A           59      5
QSO: 21350 PH 2014-10-25 2138 TI5M           59     07 K3CCR          59      5
QSO: 21350 PH 2014-10-25 2138 TI5M           59     07 K0JA           59      4
QSO: 21350 PH 2014-10-25 2138 TI5M           59     07 WD0GTY         59      4
QSO: 21350 PH 2014-10-25 2138 TI5M           59     07 AC4YD          59      4
QSO: 21350 PH 2014-10-25 2138 TI5M           59     07 WE9R           59      4
QSO: 21350 PH 2014-10-25 2139 TI5M           59     07 N2MM           59      5
QSO: 21350 PH 2014-10-25 2139 TI5M           59     07 OH8L           59     15
QSO: 21350 PH 2014-10-25 2140 TI5M           59     07 NW2K           59      5
QSO: 21350 PH 2014-10-25 2140 TI5M           59     07 CV3D           59     13
QSO: 21350 PH 2014-10-25 2141 TI5M           59     07 W5BN           59      5
QSO: 21350 PH 2014-10-25 2141 TI5M           59     07 VE3XD          59      4
QSO: 21350 PH 2014-10-25 2141 TI5M           59     07 WA4ZNY         59      5
QSO: 21350 PH 2014-10-25 2141 TI5M           59     07 KT4ZB          59      5
QSO: 21350 PH 2014-10-25 2142 TI5M           59     07 N5YT           59      4
QSO: 21350 PH 2014-10-25 2142 TI5M           59     07 VE1RSM         59      5
QSO: 21350 PH 2014-10-25 2143 TI5M           59     07 GM2T           59     14
QSO: 21350 PH 2014-10-25 2143 TI5M           59     07 K9AIH          59      5
QSO: 21350 PH 2014-10-25 2143 TI5M           59     07 W1SRD          59      3
QSO: 21350 PH 2014-10-25 2144 TI5M           59     07 K3WR           59      5
QSO: 21350 PH 2014-10-25 2145 TI5M           59     07 WB2ZAB         59      5
QSO: 21350 PH 2014-10-25 2145 TI5M           59     07 VE3CR          59      4
QSO: 21350 PH 2014-10-25 2145 TI5M           59     07 K8PXR          59      4
QSO: 21350 PH 2014-10-25 2146 TI5M           59     07 W2TF           59      5
QSO: 21350 PH 2014-10-25 2146 TI5M           59     07 AF5I           59      4
QSO: 21350 PH 2014-10-25 2146 TI5M           59     07 K2RET          59      5
QSO: 21350 PH 2014-10-25 2147 TI5M           59     07 W1FM           59      5
QSO: 21350 PH 2014-10-25 2147 TI5M           59     07 WB0SMS         59      4
QSO: 21350 PH 2014-10-25 2148 TI5M           59     07 VE7JR          59      3
QSO: 21350 PH 2014-10-25 2148 TI5M           59     07 W2CR           59      5
QSO: 21350 PH 2014-10-25 2149 TI5M           59     07 GJ2A           59     14
QSO: 21350 PH 2014-10-25 2150 TI5M           59     07 VC3V           59      4
QSO: 21350 PH 2014-10-25 2150 TI5M           59     07 K1IX           59      5
QSO: 21350 PH 2014-10-25 2150 TI5M           59     07 K3CWF          59      5
QSO: 21350 PH 2014-10-25 2150 TI5M           59     07 P40S           59      9
QSO: 21350 PH 2014-10-25 2151 TI5M           59     07 K8CMO          59      4
QSO: 21350 PH 2014-10-25 2151 TI5M           59     07 F6GNZ          59     14
QSO: 21350 PH 2014-10-25 2152 TI5M           59     07 K4NN           59      5
QSO: 21350 PH 2014-10-25 2152 TI5M           59     07 K8ZR           59      4
QSO: 21350 PH 2014-10-25 2153 TI5M           59     07 N0HR           59      4
QSO: 21350 PH 2014-10-25 2153 TI5M           59     07 W2HTI          59      5
QSO: 21350 PH 2014-10-25 2153 TI5M           59     07 K9QVB          59      4
QSO: 21350 PH 2014-10-25 2154 TI5M           59     07 K2IY           59      5
QSO: 21350 PH 2014-10-25 2154 TI5M           59     07 W1GXZ          59      5
QSO: 21350 PH 2014-10-25 2154 TI5M           59     07 K0BLT          59      4
QSO: 21350 PH 2014-10-25 2155 TI5M           59     07 WO2T           59      5
QSO: 21350 PH 2014-10-25 2155 TI5M           59     07 N8NIJ          59      4
QSO: 21350 PH 2014-10-25 2155 TI5M           59     07 K5LLA          59      4
QSO: 21350 PH 2014-10-25 2155 TI5M           59     07 KC0DEB         59      4
QSO: 21350 PH 2014-10-25 2155 TI5M           59     07 NR3X           59      5
QSO: 21350 PH 2014-10-25 2156 TI5M           59     07 VA3UG          59      4
QSO: 21350 PH 2014-10-25 2156 TI5M           59     07 KE1V           59      5
QSO: 21350 PH 2014-10-25 2156 TI5M           59     07 VE6AX          59      4
QSO: 21350 PH 2014-10-25 2156 TI5M           59     07 W4GD           59      5
QSO: 21350 PH 2014-10-25 2157 TI5M           59     07 KD4ULW         59      4
QSO: 21350 PH 2014-10-25 2157 TI5M           59     07 W4LWZ          59      5
QSO: 21350 PH 2014-10-25 2157 TI5M           59     07 NN0Q           59      4
QSO: 21350 PH 2014-10-25 2157 TI5M           59     07 W2IX           59      5
QSO: 21350 PH 2014-10-25 2158 TI5M           59     07 N3RC           59      4
QSO: 21350 PH 2014-10-25 2158 TI5M           59     07 WB0N           59      4
QSO: 21350 PH 2014-10-25 2158 TI5M           59     07 K9BIZ          59      4
QSO: 21350 PH 2014-10-25 2159 TI5M           59     07 W8IDM          59      4
QSO: 21350 PH 2014-10-25 2159 TI5M           59     07 MB9KPT         59     14
QSO: 21350 PH 2014-10-25 2200 TI5M           59     07 N1API          59      5
QSO: 21350 PH 2014-10-25 2200 TI5M           59     07 W1KRS          59      5
QSO: 21350 PH 2014-10-25 2201 TI5M           59     07 JA7ZFN         59     25
QSO: 21350 PH 2014-10-25 2201 TI5M           59     07 KD0WAJ         59      4
QSO: 21350 PH 2014-10-25 2202 TI5M           59     07 KE5LQ          59      4
QSO: 21350 PH 2014-10-25 2202 TI5M           59     07 K2QY           59      5
QSO: 21350 PH 2014-10-25 2202 TI5M           59     07 AD4TJ          59      5
QSO: 21350 PH 2014-10-25 2202 TI5M           59     07 N1ALO          59      5
QSO: 21350 PH 2014-10-25 2203 TI5M           59     07 N3KSH          59      5
QSO: 21350 PH 2014-10-25 2203 TI5M           59     07 W1XV           59      5
QSO: 21350 PH 2014-10-25 2204 TI5M           59     07 N3BXY          59      4
QSO: 21350 PH 2014-10-25 2205 TI5M           59     07 KU3X           59      5
QSO: 21350 PH 2014-10-25 2205 TI5M           59     07 VE3FH          59      4
QSO: 21350 PH 2014-10-25 2205 TI5M           59     07 W0PAN          59      3
QSO: 21350 PH 2014-10-25 2206 TI5M           59     07 KB3MMM         59      5
QSO: 21350 PH 2014-10-25 2206 TI5M           59     07 AC2FT          59      5
QSO: 21350 PH 2014-10-25 2207 TI5M           59     07 N7VZU          59      3
QSO: 21350 PH 2014-10-25 2207 TI5M           59     07 KB8OEJ         59      4
QSO: 21350 PH 2014-10-25 2207 TI5M           59     07 KD0OYC         59      4
QSO: 21350 PH 2014-10-25 2207 TI5M           59     07 W8HFY          59      4
QSO: 21350 PH 2014-10-25 2208 TI5M           59     07 W9JA           59      4
QSO: 21350 PH 2014-10-25 2208 TI5M           59     07 W3ZGD          59      5
QSO: 21350 PH 2014-10-25 2208 TI5M           59     07 WA1HEW         59      5
QSO: 21350 PH 2014-10-25 2209 TI5M           59     07 KC9IRV         59      4
QSO: 21350 PH 2014-10-25 2209 TI5M           59     07 KC9JML         59      4
QSO: 21350 PH 2014-10-25 2209 TI5M           59     07 K8LBQ          59      5
QSO: 21350 PH 2014-10-25 2209 TI5M           59     07 WC4E           59      5
QSO: 21350 PH 2014-10-25 2210 TI5M           59     07 W1CSM          59      5
QSO: 21350 PH 2014-10-25 2210 TI5M           59     07 KK4HEG         59      5
QSO: 21350 PH 2014-10-25 2210 TI5M           59     07 KA6MLE         59      3
QSO: 21350 PH 2014-10-25 2210 TI5M           59     07 W3MF           59      5
QSO: 21350 PH 2014-10-25 2210 TI5M           59     07 AC0W           59      4
QSO: 21350 PH 2014-10-25 2212 TI5M           59     07 CO6HZ          59      8
QSO: 21350 PH 2014-10-25 2212 TI5M           59     07 N6RV           59      3
QSO: 21350 PH 2014-10-25 2212 TI5M           59     07 N1YX           59      5
QSO: 21350 PH 2014-10-25 2214 TI5M           59     07 K2LE           59      5
QSO: 21350 PH 2014-10-25 2215 TI5M           59     07 KD0LRG         59      4
QSO: 21350 PH 2014-10-25 2216 TI5M           59     07 K9WDX          59      4
QSO: 21350 PH 2014-10-25 2216 TI5M           59     07 KE0IS          59      4
QSO: 21350 PH 2014-10-25 2216 TI5M           59     07 K4VRI          59      5
QSO: 21350 PH 2014-10-25 2217 TI5M           59     07 N9VPV          59      4
QSO: 21350 PH 2014-10-25 2217 TI5M           59     07 WG3J           59      5
QSO: 21350 PH 2014-10-25 2217 TI5M           59     07 K4ZGV          59      5
QSO: 21350 PH 2014-10-25 2218 TI5M           59     07 KK4YOK         59      5
QSO: 21350 PH 2014-10-25 2219 TI5M           59     07 W1CNT          59      5
QSO: 21350 PH 2014-10-25 2219 TI5M           59     07 W3BW           59      5
QSO: 21350 PH 2014-10-25 2219 TI5M           59     07 VE3DC          59      4
QSO: 21350 PH 2014-10-25 2220 TI5M           59     07 W0BR           59      5
QSO: 21350 PH 2014-10-25 2220 TI5M           59     07 W9MS           59      4
QSO: 21350 PH 2014-10-25 2221 TI5M           59     07 WK1Q           59      5
QSO: 21350 PH 2014-10-25 2221 TI5M           59     07 KU2M           59      5
QSO: 21350 PH 2014-10-25 2222 TI5M           59     07 WA1FCN         59      4
QSO: 21350 PH 2014-10-25 2222 TI5M           59     07 WA9IVH         59      4
QSO: 21350 PH 2014-10-25 2222 TI5M           59     07 N3MAV          59      5
QSO: 21350 PH 2014-10-25 2223 TI5M           59     07 K8ZOG          59      4
QSO: 21350 PH 2014-10-25 2223 TI5M           59     07 K2BX           59      5
QSO: 21350 PH 2014-10-25 2223 TI5M           59     07 N5SMQ          59      5
QSO: 21350 PH 2014-10-25 2223 TI5M           59     07 N4IAG          59      5
QSO: 21350 PH 2014-10-25 2223 TI5M           59     07 N8ZFM          59      4
QSO: 21350 PH 2014-10-25 2224 TI5M           59     07 KU4V           59      5
QSO: 21350 PH 2014-10-25 2224 TI5M           59     07 NV4A           59      5
QSO: 21350 PH 2014-10-25 2224 TI5M           59     07 N0AT           59      4
QSO: 21350 PH 2014-10-25 2224 TI5M           59     07 KD0L           59      4
QSO: 21350 PH 2014-10-25 2225 TI5M           59     07 VA3GD          59      4
QSO: 21350 PH 2014-10-25 2225 TI5M           59     07 VE3KP          59     04
QSO: 21350 PH 2014-10-25 2226 TI5M           59     07 OH2PM          59     15
QSO: 21350 PH 2014-10-25 2226 TI5M           59     07 VA7FC          59      3
QSO: 21350 PH 2014-10-25 2226 TI5M           59     07 PY2TOP         59     11
QSO: 21350 PH 2014-10-25 2226 TI5M           59     07 W7OM           59      3
QSO: 21350 PH 2014-10-25 2227 TI5M           59     07 W7DO           59      5
QSO: 21350 PH 2014-10-25 2227 TI5M           59     07 N0ECK          59      4
QSO: 21350 PH 2014-10-25 2227 TI5M           59     07 OH5Z           59     15
QSO: 21350 PH 2014-10-25 2227 TI5M           59     07 W4UQ           59      5
QSO: 21350 PH 2014-10-25 2228 TI5M           59     07 KG1E           59      5
