START-OF-LOG: 3.0
CONTEST: CQ-WPX-CW
CALLSIGN: HB9CAT
LOCATION: DX
CATEGORY-OPERATOR: SINGLE-OP
CATEGORY-ASSISTED: ASSISTED
CATEGORY-BAND: ALL
CATEGORY-POWER: HIGH
CATEGORY-MODE: CW
CATEGORY-TRANSMITTER: ONE
CATEGORY-OVERLAY: TB-WIRES
GRID-LOCATOR: JN46PN
CLAIMED-SCORE: 1075052
NAME: Marco Zollinger
OPERATORS: HB9CAT
CLUB: ITALIAN CONTEST CLUB
CREATED-BY: DXLog.net v2.4.23
SOAPBOX: mostly S&P, multi-band vertical in the middle of the alps
QSO: 28045 CW 2020-05-31 1542 HB9CAT        599 0592   IZ3NYG        599 1463   0
QSO: 28043 CW 2020-05-31 1543 HB9CAT        599 0593   EU5C          599 1785   0
QSO: 28036 CW 2020-05-31 1544 HB9CAT        599 0594   EA1WX         599 0313   0
QSO: 28033 CW 2020-05-31 1545 HB9CAT        599 0595   OK7O          599 3242   0
QSO: 28032 CW 2020-05-31 1546 HB9CAT        599 0596   YU7EE         599 1361   0
QSO: 28030 CW 2020-05-31 1546 HB9CAT        599 0597   GS2MP         599 1043   0
QSO: 28025 CW 2020-05-31 1547 HB9CAT        599 0598   DL1YCF        599 0559   0
QSO: 28023 CW 2020-05-31 1548 HB9CAT        599 0599   TM6M          599 1697   0
QSO: 28022 CW 2020-05-31 1549 HB9CAT        599 0600   LY4T          599 2053   0
QSO: 28012 CW 2020-05-31 1551 HB9CAT        599 0601   LZ3R          599 1467   0
QSO: 28010 CW 2020-05-31 1552 HB9CAT        599 0602   EA2J          599 0344   0
QSO: 28007 CW 2020-05-31 1552 HB9CAT        599 0603   LY2DX         599 2073   0
QSO: 14020 CW 2020-05-31 1603 HB9CAT        599 0604   G8A           599 0697   0
QSO: 14023 CW 2020-05-31 1603 HB9CAT        599 0605   HA9RT         599 1881   0
QSO: 14026 CW 2020-05-31 1604 HB9CAT        599 0606   4L8A          599 1980   0
QSO: 14028 CW 2020-05-31 1605 HB9CAT        599 0607   II2S          599 3034   0
QSO: 14031 CW 2020-05-31 1605 HB9CAT        599 0608   OM3IAG        599 2300   0
QSO: 14033 CW 2020-05-31 1606 HB9CAT        599 0609   II9P          599 3417   0
QSO: 14037 CW 2020-05-31 1607 HB9CAT        599 0610   OK1FGD        599 0295   0
QSO: 14038 CW 2020-05-31 1607 HB9CAT        599 0611   R2CA          599 0415   0
QSO: 14040 CW 2020-05-31 1608 HB9CAT        599 0612   DP7X          599 1295   0
QSO: 14041 CW 2020-05-31 1609 HB9CAT        599 0613   DK5KK         599 1988   0
QSO: 14045 CW 2020-05-31 1610 HB9CAT        599 0614   OG73X         599 2401   0
QSO: 14047 CW 2020-05-31 1610 HB9CAT        599 0615   LZ9W          599 2762   0
QSO: 14049 CW 2020-05-31 1611 HB9CAT        599 0616   S58MU         599 2180   0
QSO: 14049 CW 2020-05-31 1611 HB9CAT        599 0617   YL7X          599 3306   0
QSO: 14051 CW 2020-05-31 1613 HB9CAT        599 0618   9A9K          599 0788   0
QSO: 14052 CW 2020-05-31 1613 HB9CAT        599 0619   PA3TA         599 0287   0
QSO: 14053 CW 2020-05-31 1614 HB9CAT        599 0620   HG7T          599 1669   0
QSO: 14058 CW 2020-05-31 1614 HB9CAT        599 0621   RG6G          599 3942   0
QSO: 14058 CW 2020-05-31 1615 HB9CAT        599 0622   OM5WW         599 1258   0
QSO: 14061 CW 2020-05-31 1618 HB9CAT        599 0623   OK5Z          599 3608   0
QSO: 14062 CW 2020-05-31 1618 HB9CAT        599 0624   OM0M          599 2097   0
QSO: 14063 CW 2020-05-31 1619 HB9CAT        599 0625   OL901AB       599 0682   0
QSO: 14065 CW 2020-05-31 1619 HB9CAT        599 0626   SP2WDW        599 0912   0
QSO: 14065 CW 2020-05-31 1620 HB9CAT        599 0627   OH1F          599 3027   0
QSO: 14066 CW 2020-05-31 1620 HB9CAT        599 0628   OK1YM         599 1609   0
QSO:  7000 CW 2020-05-31 1622 HB9CAT        599 0629   YT4T          599 1257   0
QSO:  7000 CW 2020-05-31 1623 HB9CAT        599 0630   UP2L          599 4462   0
QSO:  7004 CW 2020-05-31 1623 HB9CAT        599 0631   S51R          599 0503   0
QSO:  7006 CW 2020-05-31 1624 HB9CAT        599 0632   VK6LW         599 1449   0
QSO:  7009 CW 2020-05-31 1625 HB9CAT        599 0633   9A7T          599 2098   0
QSO:  7010 CW 2020-05-31 1625 HB9CAT        599 0634   GX4ALE        599 0806   0
QSO:  7011 CW 2020-05-31 1625 HB9CAT        599 0635   F5HTR         599 0528   0
QSO:  7011 CW 2020-05-31 1626 HB9CAT        599 0636   OM7LM         599 0952   0
QSO:  7013 CW 2020-05-31 1626 HB9CAT        599 0637   RL3A          599 2786   0
QSO:  7012 CW 2020-05-31 1627 HB9CAT        599 0638   RD1A          599 0393   0
QSO:  7013 CW 2020-05-31 1628 HB9CAT        599 0639   OM0WR         599 1245   0
QSO:  7014 CW 2020-05-31 1628 HB9CAT        599 0640   S51DX         599 0579   0
QSO:  7014 CW 2020-05-31 1629 HB9CAT        599 0641   SP1NY         599 1883   0
QSO:  7015 CW 2020-05-31 1629 HB9CAT        599 0642   OM3RM         599 1599   0
QSO:  7017 CW 2020-05-31 1630 HB9CAT        599 0643   YT7WM         599 0000   0
QSO:  7020 CW 2020-05-31 1632 HB9CAT        599 0644   UT5R          599 0415   0
QSO:  7021 CW 2020-05-31 1632 HB9CAT        599 0645   RL5A          599 1188   0
QSO:  7022 CW 2020-05-31 1633 HB9CAT        599 0646   YO4AR         599 1007   0
QSO:  7026 CW 2020-05-31 1634 HB9CAT        599 0647   UR5IFM        599 0349   0
QSO:  7027 CW 2020-05-31 1635 HB9CAT        599 0648   I2IFT         599 1427   0
QSO:  7028 CW 2020-05-31 1636 HB9CAT        599 0649   ZM1A          599 1881   0
QSO:  7031 CW 2020-05-31 1640 HB9CAT        599 0650   IT9ESW        599 0734   0
QSO:  7032 CW 2020-05-31 1640 HB9CAT        599 0651   UY7C          599 1677   0
QSO:  7032 CW 2020-05-31 1641 HB9CAT        599 0652   DJ3WE         599 0004   0
QSO:  7034 CW 2020-05-31 1642 HB9CAT        599 0653   LZ7M          599 0913   0
QSO:  7038 CW 2020-05-31 1643 HB9CAT        599 0654   DD2CW         599 0767   0
QSO:  7040 CW 2020-05-31 1644 HB9CAT        599 0655   LY4L          599 2356   0
QSO:  7042 CW 2020-05-31 1645 HB9CAT        599 0656   SQ3RX         599 1478   0
QSO:  7044 CW 2020-05-31 1645 HB9CAT        599 0657   RM6Y          599 0957   0
QSO:  7045 CW 2020-05-31 1646 HB9CAT        599 0658   E74Y          599 0495   0
QSO:  7046 CW 2020-05-31 1647 HB9CAT        599 0659   US3EW         599 0067   0
QSO: 28001 CW 2020-05-31 1648 HB9CAT        599 0659   HA5PP         599 1078   0
QSO: 28007 CW 2020-05-31 1649 HB9CAT        599 0661   SN95IARU      599 1558   0
QSO: 28011 CW 2020-05-31 1650 HB9CAT        599 0662   HA2KMR        599 1453   0
QSO: 28013 CW 2020-05-31 1650 HB9CAT        599 0663   G8N           599 0152   0
QSO: 28017 CW 2020-05-31 1652 HB9CAT        599 0664   SP5AUY        599 0952   0
QSO: 28021 CW 2020-05-31 1653 HB9CAT        599 0665   OZ7A          599 3553   0
QSO: 28022 CW 2020-05-31 1654 HB9CAT        599 0666   G6T           599 1425   0
QSO: 28031 CW 2020-05-31 1655 HB9CAT        599 0667   CR6K          599 3812   0
QSO: 28036 CW 2020-05-31 1656 HB9CAT        599 0668   EW8DX         599 1923   0
QSO:  7001 CW 2020-05-31 1927 HB9CAT        599 0669   UT5NR         599 1205   0
QSO:  7002 CW 2020-05-31 1927 HB9CAT        599 0670   RT9A          599 2215   0
QSO:  7006 CW 2020-05-31 1930 HB9CAT        599 0671   Z35Y          599 0310   0
QSO:  7005 CW 2020-05-31 1930 HB9CAT        599 0672   OH0V          599 3254   0
QSO:  7007 CW 2020-05-31 1931 HB9CAT        599 0673   RA9P          599 2824   0
QSO:  7008 CW 2020-05-31 1932 HB9CAT        599 0674   I0GOJ         599 0949   0
QSO:  7008 CW 2020-05-31 1932 HB9CAT        599 0675   S53A          599 3114   0
QSO:  7010 CW 2020-05-31 1933 HB9CAT        599 0676   EW1TO         599 1055   0
QSO:  7012 CW 2020-05-31 1934 HB9CAT        599 0677   OH1SIC        599 0253   0
QSO:  7013 CW 2020-05-31 1935 HB9CAT        599 0678   SP3HRN        599 0411   0
QSO:  7014 CW 2020-05-31 1938 HB9CAT        599 0679   RU9TN         599 0362   0
QSO:  7015 CW 2020-05-31 1939 HB9CAT        599 0680   OG1D          599 0361   0
QSO:  7016 CW 2020-05-31 1939 HB9CAT        599 0681   OK1CZ         599 0997   0
QSO:  7016 CW 2020-05-31 1940 HB9CAT        599 0682   M1GEO         599 0902   0
QSO:  7017 CW 2020-05-31 1940 HB9CAT        599 0683   IQ0PG         599 0785   0
QSO:  7019 CW 2020-05-31 1941 HB9CAT        599 0684   S53M          599 4148   0
QSO:  7020 CW 2020-05-31 1942 HB9CAT        599 0685   I0UZF         599 0073   0
QSO:  7020 CW 2020-05-31 1942 HB9CAT        599 0686   R8TT          599 2250   0
QSO:  7021 CW 2020-05-31 1943 HB9CAT        599 0687   IK7MIY        599 0456   0
QSO:  7022 CW 2020-05-31 1944 HB9CAT        599 0688   UY1HY         599 1332   0
QSO:  7022 CW 2020-05-31 1944 HB9CAT        599 0689   GX3OU         599 0246   0
QSO:  7023 CW 2020-05-31 1945 HB9CAT        599 0690   YL2QN         599 0866   0
QSO:  7025 CW 2020-05-31 1945 HB9CAT        599 0691   DL3DW         599 1465   0
QSO:  7027 CW 2020-05-31 1948 HB9CAT        599 0692   R9YC          599 0398   0
QSO:  7030 CW 2020-05-31 1949 HB9CAT        599 0693   SD6M          599 1225   0
QSO:  7030 CW 2020-05-31 1949 HB9CAT        599 0694   RM9I          599 2954   0
QSO:  7031 CW 2020-05-31 1950 HB9CAT        599 0695   RY3D          599 2074   0
QSO:  7031 CW 2020-05-31 1951 HB9CAT        599 0696   OE6MMD        599 0924   0
QSO:  7033 CW 2020-05-31 1954 HB9CAT        599 0697   SP5CNA        599 1491   0
QSO:  7033 CW 2020-05-31 1954 HB9CAT        599 0698   SO3O          599 0826   0
QSO:  7034 CW 2020-05-31 1955 HB9CAT        599 0699   S53MM         599 3367   0
QSO:  7035 CW 2020-05-31 1956 HB9CAT        599 0700   UX3UV         599 0686   0
QSO:  7036 CW 2020-05-31 1957 HB9CAT        599 0701   ED1R          599 1124   0
QSO:  7037 CW 2020-05-31 1958 HB9CAT        599 0702   UR7R          599 0595   0
QSO:  7039 CW 2020-05-31 1958 HB9CAT        599 0703   EA5GX         599 0084   0
QSO:  7043 CW 2020-05-31 1959 HB9CAT        599 0704   OK5ZZ         599 1631   0
QSO:  7043 CW 2020-05-31 1959 HB9CAT        599 0705   LX20I         599 1555   0
QSO:  7044 CW 2020-05-31 2000 HB9CAT        599 0706   DH7KU         599 0552   0
QSO:  7044 CW 2020-05-31 2000 HB9CAT        599 0707   OK2HBR        599 0685   0
QSO:  7044 CW 2020-05-31 2002 HB9CAT        599 0708   YO3GCL        599 0548   0
QSO:  7045 CW 2020-05-31 2002 HB9CAT        599 0709   RK0UT         599 1272   0
QSO:  7046 CW 2020-05-31 2003 HB9CAT        599 0710   LZ9R          599 2236   0
QSO:  7047 CW 2020-05-31 2004 HB9CAT        599 0711   SF0A          599 0642   0
QSO:  7048 CW 2020-05-31 2005 HB9CAT        599 0712   OM7RU         599 2003   0
QSO:  7049 CW 2020-05-31 2005 HB9CAT        599 0713   EB7A          599 0353   0
QSO:  7050 CW 2020-05-31 2006 HB9CAT        599 0714   UB6B          599 1168   0
QSO:  7051 CW 2020-05-31 2007 HB9CAT        599 0715   OZ0B          599 1345   0
QSO:  7053 CW 2020-05-31 2009 HB9CAT        599 0716   SO9U          599 0304   0
QSO:  7052 CW 2020-05-31 2010 HB9CAT        599 0717   IQ1AO         599 0144   0
QSO:  7055 CW 2020-05-31 2011 HB9CAT        599 0718   S50X          599 0870   0
QSO:  7056 CW 2020-05-31 2011 HB9CAT        599 0719   S52NR         599 1858   0
QSO:  7057 CW 2020-05-31 2012 HB9CAT        599 0720   YT2T          599 1136   0
QSO:  7060 CW 2020-05-31 2016 HB9CAT        599 0721   OE3WMA        599 0631   0
QSO:  7061 CW 2020-05-31 2017 HB9CAT        599 0722   LA7THA        599 0255   0
QSO:  7062 CW 2020-05-31 2018 HB9CAT        599 0723   LZ2PS         599 0696   0
QSO:  7065 CW 2020-05-31 2020 HB9CAT        599 0724   4Z5LY         599 1582   0
QSO:  7068 CW 2020-05-31 2021 HB9CAT        599 0725   LZ5EE         599 0854   0
QSO:  7069 CW 2020-05-31 2021 HB9CAT        599 0726   PA3AAV        599 2873   0
QSO:  7070 CW 2020-05-31 2021 HB9CAT        599 0727   Z32U          599 0973   0
QSO: 14000 CW 2020-05-31 2022 HB9CAT        599 0728   UB7K          599 4388   0
QSO: 14005 CW 2020-05-31 2023 HB9CAT        599 0729   TI7W          599 3506   0
QSO: 14007 CW 2020-05-31 2023 HB9CAT        599 0730   YU5R          599 2482   0
QSO: 14007 CW 2020-05-31 2024 HB9CAT        599 0731   RT4F          599 3519   0
QSO: 14008 CW 2020-05-31 2025 HB9CAT        599 0732   LZ3FN         599 2713   0
QSO: 14009 CW 2020-05-31 2025 HB9CAT        599 0733   S55T          599 3000   0
QSO: 14014 CW 2020-05-31 2029 HB9CAT        599 0734   CE3CT         599 1134   0
QSO: 14014 CW 2020-05-31 2030 HB9CAT        599 0735   KD4D          599 2901   0
QSO: 14018 CW 2020-05-31 2033 HB9CAT        599 0736   K1ZZ          599 3146   0
QSO: 14020 CW 2020-05-31 2033 HB9CAT        599 0737   SN0W          599 0437   0
QSO: 14022 CW 2020-05-31 2034 HB9CAT        599 0738   HA8M          599 2182   0
QSO: 14033 CW 2020-05-31 2036 HB9CAT        599 0739   SN7Q          599 3519   0
QSO: 14035 CW 2020-05-31 2037 HB9CAT        599 0740   KU2M          599 1879   0
QSO: 14039 CW 2020-05-31 2039 HB9CAT        599 0741   UA6LCN        599 1247   0
QSO: 14041 CW 2020-05-31 2042 HB9CAT        599 0742   DL6FBL        599 3677   0
QSO: 14049 CW 2020-05-31 2043 HB9CAT        599 0743   WW1X          599 2722   0
QSO: 14050 CW 2020-05-31 2044 HB9CAT        599 0744   RA6CA         599 1120   0
QSO: 14055 CW 2020-05-31 2045 HB9CAT        599 0745   KW1K          599 1278   0
QSO: 14059 CW 2020-05-31 2047 HB9CAT        599 0746   ZW8T          599 0552   0
QSO: 14064 CW 2020-05-31 2048 HB9CAT        599 0747   RL4F          599 2836   0
QSO: 14067 CW 2020-05-31 2048 HB9CAT        599 0748   CR6K          599 4120   0
QSO:  3540 CW 2020-05-31 2106 HB9CAT        599 0749   OM3ZWA        599 0697   0
QSO:  3541 CW 2020-05-31 2107 HB9CAT        599 0750   OK5D          599 0214   0
QSO:  3542 CW 2020-05-31 2109 HB9CAT        599 0751   LY3BB         599 0741   0
QSO:  3544 CW 2020-05-31 2109 HB9CAT        599 0752   I2WIJ         599 2673   0
QSO:  3545 CW 2020-05-31 2110 HB9CAT        599 0753   SP5AUC        599 1870   0
QSO:  3545 CW 2020-05-31 2110 HB9CAT        599 0754   R3FX          599 0655   0
QSO:  3546 CW 2020-05-31 2111 HB9CAT        599 0755   DM30RSV       599 0818   0
QSO:  3547 CW 2020-05-31 2112 HB9CAT        599 0756   IK8IOO        599 0136   0
QSO:  3547 CW 2020-05-31 2113 HB9CAT        599 0757   DF0BV         599 0939   0
QSO:  3548 CW 2020-05-31 2115 HB9CAT        599 0758   OK1PI         599 0378   0
QSO:  3549 CW 2020-05-31 2115 HB9CAT        599 0759   DL2LRT        599 0514   0
QSO:  3551 CW 2020-05-31 2116 HB9CAT        599 0760   HB9FAP        599 0493   0
QSO:  3552 CW 2020-05-31 2117 HB9CAT        599 0761   OE1CIW        599 0897   0
QSO:  3553 CW 2020-05-31 2119 HB9CAT        599 0762   YU5A          599 0958   0
QSO:  3555 CW 2020-05-31 2120 HB9CAT        599 0763   Z32ID         599 0491   0
QSO:  7060 CW 2020-05-31 2121 HB9CAT        599 0764   EA5ITT        599 1157   0
QSO:  7052 CW 2020-05-31 2122 HB9CAT        599 0765   GM7WCO        599 0266   0
QSO:  7050 CW 2020-05-31 2123 HB9CAT        599 0766   F4VSQ         599 1427   0
QSO:  7048 CW 2020-05-31 2123 HB9CAT        599 0767   OZ7A          599 2956   0
QSO:  7046 CW 2020-05-31 2124 HB9CAT        599 0768   R1AT          599 1060   0
QSO:  7043 CW 2020-05-31 2125 HB9CAT        599 0769   DF1LON        599 1024   0
QSO:  7042 CW 2020-05-31 2128 HB9CAT        599 0770   PY1ZV         599 0083   0
QSO:  7039 CW 2020-05-31 2129 HB9CAT        599 0771   A61EK         599 1072   0
QSO:  7038 CW 2020-05-31 2130 HB9CAT        599 0772   UT8AS         599 0611   0
QSO:  7039 CW 2020-05-31 2136 HB9CAT        599 0773   EA7AAW        599 0549   0
QSO:  7039 CW 2020-05-31 2136 HB9CAT        599 0774   G3TDH         599 0449   0
QSO:  7039 CW 2020-05-31 2137 HB9CAT        599 0775   EU6RO         599 0877   0
QSO:  7039 CW 2020-05-31 2138 HB9CAT        599 0776   UR8GX         599 0555   0
QSO:  7039 CW 2020-05-31 2138 HB9CAT        599 0777   RT9YA         599 0451   0
QSO:  7039 CW 2020-05-31 2138 HB9CAT        599 0778   R6CC          599 0937   0
QSO:  7039 CW 2020-05-31 2139 HB9CAT        599 0779   DL6HCC        599 0898   0
QSO:  7039 CW 2020-05-31 2140 HB9CAT        599 0780   YU1LM/QRP     599 0885   0
QSO:  7039 CW 2020-05-31 2140 HB9CAT        599 0781   IV3DXW        599 0150   0
QSO:  7039 CW 2020-05-31 2141 HB9CAT        599 0782   EA3Y          599 0158   0
QSO:  7039 CW 2020-05-31 2143 HB9CAT        599 0783   VK2BJ         599 0521   0
QSO:  7039 CW 2020-05-31 2146 HB9CAT        599 0784   UT5UUV        599 0264   0
QSO:  7039 CW 2020-05-31 2146 HB9CAT        599 0785   N1LN          599 2142   0
QSO:  7039 CW 2020-05-31 2147 HB9CAT        599 0786   OK1UKY        599 0271   0
QSO:  7039 CW 2020-05-31 2147 HB9CAT        599 0787   SM3OMO        599 1058   0
QSO:  7039 CW 2020-05-31 2148 HB9CAT        599 0788   F4HPZ         599 0249   0
QSO:  7039 CW 2020-05-31 2148 HB9CAT        599 0789   UA4Z          599 2098   0
QSO:  7039 CW 2020-05-31 2151 HB9CAT        599 0790   UR7QC         599 0722   0
QSO:  7039 CW 2020-05-31 2151 HB9CAT        599 0791   IK2XDE        599 0795   0
QSO:  7039 CW 2020-05-31 2152 HB9CAT        599 0792   PA2DK         599 0498   0
QSO:  7039 CW 2020-05-31 2154 HB9CAT        599 0793   EA5GIE        599 0336   0
QSO:  7039 CW 2020-05-31 2155 HB9CAT        599 0794   ON6MR         599 0620   0
QSO:  7039 CW 2020-05-31 2155 HB9CAT        599 0795   EI8JX         599 0623   0
QSO:  7039 CW 2020-05-31 2155 HB9CAT        599 0796   SV2AEL        599 0572   0
QSO:  7039 CW 2020-05-31 2156 HB9CAT        599 0797   W4VIC         599 0507   0
QSO:  7039 CW 2020-05-31 2156 HB9CAT        599 0798   WN2O          599 2105   0
QSO:  7039 CW 2020-05-31 2158 HB9CAT        599 0799   EA1DAV        599 0950   0
QSO:  7039 CW 2020-05-31 2158 HB9CAT        599 0800   HA0VI         599 0169   0
QSO:  7039 CW 2020-05-31 2159 HB9CAT        599 0801   DL7JAN        599 0842   0
QSO:  7039 CW 2020-05-31 2159 HB9CAT        599 0802   PA3ARM        599 0966   0
QSO:  7039 CW 2020-05-31 2159 HB9CAT        599 0803   ON7CC         599 0446   0
QSO:  7039 CW 2020-05-31 2200 HB9CAT        599 0804   W3GVX         599 0122   0
QSO:  7039 CW 2020-05-31 2200 HB9CAT        599 0805   PA0JLS        599 1172   0
QSO:  7039 CW 2020-05-31 2201 HB9CAT        599 0806   SP2HOU        599 0282   0
QSO:  7039 CW 2020-05-31 2202 HB9CAT        599 0807   SO1RON        599 0230   0
QSO:  7039 CW 2020-05-31 2202 HB9CAT        599 0808   OK1OA         599 1021   0
QSO:  7039 CW 2020-05-31 2205 HB9CAT        599 0809   G8X           599 1285   0
END-OF-LOG:
