START-OF-LOG: 2.0
CATEGORY: Multi-OP
CONTEST: WAE SSB
SPECIFIC: C25
CREATED-BY: Win-Test 4.24.0, modified by DXHF upload.
CALLSIGN: DQ5M
CLAIMED-SCORE: 782782
OPERATORS: DC2CL DF4MAA DG5LW DG8MG DJ3MY DK5MB DK6SP DL1MAJ DL3BY DO4DXA
QSO: 14249 PH 2017-09-09 2120 DQ5M          59  0326   W2WCM         59  010
QSO: 14249 PH 2017-09-09 2121 DQ5M          59  0327   ND8L          59  001
QTC: 14232 PH 2017-09-09 2125 DQ5M          017/10     PY2NY         2018 GI4VHO         017
QTC: 14232 PH 2017-09-09 2125 DQ5M          017/10     PY2NY         2019 SP1FPG         019
QTC: 14232 PH 2017-09-09 2125 DQ5M          017/10     PY2NY         2020 DK6AH          046
QTC: 14232 PH 2017-09-09 2125 DQ5M          017/10     PY2NY         2021 OK1OA          048
QTC: 14232 PH 2017-09-09 2125 DQ5M          017/10     PY2NY         2021 EA4SNB         017
QTC: 14232 PH 2017-09-09 2125 DQ5M          017/10     PY2NY         2024 TM5N           104
QTC: 14232 PH 2017-09-09 2125 DQ5M          017/10     PY2NY         2024 DL0GD          088
QTC: 14232 PH 2017-09-09 2125 DQ5M          017/10     PY2NY         2025 HB9ARY         011
QTC: 14232 PH 2017-09-09 2125 DQ5M          017/10     PY2NY         2025 DG3RAP         015
QTC: 14232 PH 2017-09-09 2125 DQ5M          017/10     PY2NY         2026 DL0ESA         063
QSO: 14249 PH 2017-09-09 2132 DQ5M          59  0328   PY3KN         59  047
QSO: 14251 PH 2017-09-09 2136 DQ5M          59  0329   K3WI          59  030
QSO: 14260 PH 2017-09-09 2137 DQ5M          59  0330   CT9/OM3GI     59  015
QSO: 14262 PH 2017-09-09 2140 DQ5M          59  0331   AE2JL         59  006
QSO: 14262 PH 2017-09-09 2143 DQ5M          59  0332   HP1MAC        59  004
QSO: 14262 PH 2017-09-09 2143 DQ5M          59  0333   W3DA          59  004
QSO: 14262 PH 2017-09-09 2145 DQ5M          59  0334   W3EA          59  014
QSO: 14262 PH 2017-09-09 2149 DQ5M          59  0335   KD2IBQ        59  005
QSO: 14262 PH 2017-09-09 2150 DQ5M          59  0336   WD5K          59  017
QTC: 14262 PH 2017-09-09 2150 DQ5M          001/10     WD5K          0020 YU1XA          024
QTC: 14262 PH 2017-09-09 2150 DQ5M          001/10     WD5K          0030 CT7AHV         029
QTC: 14262 PH 2017-09-09 2150 DQ5M          001/10     WD5K          1519 DK0V           174
QTC: 14262 PH 2017-09-09 2150 DQ5M          001/10     WD5K          1526 OM2VL          292
QTC: 14262 PH 2017-09-09 2150 DQ5M          001/10     WD5K          1918 DL5WW          238
QTC: 14262 PH 2017-09-09 2150 DQ5M          001/10     WD5K          1924 HG7T           394
QTC: 14262 PH 2017-09-09 2150 DQ5M          001/10     WD5K          1946 YT1A           068
QTC: 14262 PH 2017-09-09 2150 DQ5M          001/10     WD5K          1948 DR7B           130
QTC: 14262 PH 2017-09-09 2150 DQ5M          001/10     WD5K          2001 DL1DAW         152
QTC: 14262 PH 2017-09-09 2150 DQ5M          001/10     WD5K          2006 DL0HN          195
QSO: 14262 PH 2017-09-09 2154 DQ5M          59  0337   KC1SA         59  002
QSO: 14262 PH 2017-09-09 2154 DQ5M          59  0338   KA1KSQ        59  005
QSO: 14262 PH 2017-09-09 2155 DQ5M          59  0339   KB2LOI        59  022
QSO: 14262 PH 2017-09-09 2155 DQ5M          59  0340   AB6Z          59  001
QSO: 14262 PH 2017-09-09 2156 DQ5M          59  0341   WA9VGI        59  008
QSO: 14262 PH 2017-09-09 2156 DQ5M          59  0342   K3CPO         59  059
QSO: 14262 PH 2017-09-09 2158 DQ5M          59  0343   KX1MAD        59  004
QSO: 14262 PH 2017-09-09 2159 DQ5M          59  0344   WE6EZ         59  004
QSO: 14262 PH 2017-09-09 2201 DQ5M          59  0345   KC2WYU        59  007
QSO: 14261 PH 2017-09-09 2203 DQ5M          59  0346   WB2WPM        59  028
QSO: 14261 PH 2017-09-09 2203 DQ5M          59  0347   EI9FX         59  002
QSO: 14261 PH 2017-09-09 2205 DQ5M          59  0348   AC2T          59  018
QSO: 14261 PH 2017-09-09 2206 DQ5M          59  0349   N0RSN         59  001
QSO: 14261 PH 2017-09-09 2206 DQ5M          59  0350   VE1SQ         59  001
QSO: 14261 PH 2017-09-09 2207 DQ5M          59  0351   KB1EFS        59  010
QSO: 14261 PH 2017-09-09 2207 DQ5M          59  0352   HI8PAP        59  007
QSO: 14261 PH 2017-09-09 2208 DQ5M          59  0353   K5AV          59  001
QSO: 14261 PH 2017-09-09 2208 DQ5M          59  0354   KF1M          59  005
QSO: 14261 PH 2017-09-09 2209 DQ5M          59  0355   AJ4VA         59  005
QSO: 14261 PH 2017-09-09 2211 DQ5M          59  0356   KC9KBB        59  013
QSO: 14261 PH 2017-09-09 2211 DQ5M          59  0357   N1SOH         59  007
QSO: 14261 PH 2017-09-09 2212 DQ5M          59  0358   W3MMM         59  025
QSO: 14261 PH 2017-09-09 2212 DQ5M          59  0359   K4AKK         59  007
QSO: 14261 PH 2017-09-09 2214 DQ5M          59  0360   KD2JOE        59  008
QSO: 14261 PH 2017-09-09 2216 DQ5M          59  0361   AC9ED         59  001
QSO: 14261 PH 2017-09-09 2220 DQ5M          59  0362   KD8NKY        59  002
QSO: 14261 PH 2017-09-09 2221 DQ5M          59  0363   J69DS         59  001
QSO: 14261 PH 2017-09-09 2223 DQ5M          59  0364   K3DQB         59  002
QSO: 14261 PH 2017-09-09 2225 DQ5M          59  0365   KB2DMD        59  001
QSO:  7000 PH 2017-09-09 2226 DQ5M          59  0366   J69DS         59  002
QSO:  7136 PH 2017-09-09 2235 DQ5M          59  0367   CT9/OM3GI     59  108
QTC:  7136 PH 2017-09-09 2235 DQ5M          015/10     CT9/OM3GI     2227 DF3TE          019
QTC:  7136 PH 2017-09-09 2235 DQ5M          015/10     CT9/OM3GI     2229 E73ESP         131
QTC:  7136 PH 2017-09-09 2235 DQ5M          015/10     CT9/OM3GI     2230 DL1LSW         013
QTC:  7136 PH 2017-09-09 2235 DQ5M          015/10     CT9/OM3GI     2231 DL8OH          028
QTC:  7136 PH 2017-09-09 2235 DQ5M          015/10     CT9/OM3GI     2232 DL8ULO         001
QTC:  7136 PH 2017-09-09 2235 DQ5M          015/10     CT9/OM3GI     2233 DK5RL          039
QTC:  7136 PH 2017-09-09 2235 DQ5M          015/10     CT9/OM3GI     2233 DK7DE/P        005
QTC:  7136 PH 2017-09-09 2235 DQ5M          015/10     CT9/OM3GI     2233 OE1VFC         005
QTC:  7136 PH 2017-09-09 2235 DQ5M          015/10     CT9/OM3GI     2234 OZ1RGI         005
QTC:  7136 PH 2017-09-09 2235 DQ5M          015/10     CT9/OM3GI     2235 PA1LS          005
QSO:  7136 PH 2017-09-09 2242 DQ5M          59  0368   CT9/OM3RM     59  149
QSO:  7134 PH 2017-09-09 2245 DQ5M          59  0369   N2MM          59  241
QSO:  7155 PH 2017-09-09 2251 DQ5M          59  0370   WA1J          59  509
QSO:  7102 PH 2017-09-09 2301 DQ5M          59  0371   HZ1TT         59  025
QSO:  7153 PH 2017-09-09 2318 DQ5M          59  0372   NR2J          59  424
QSO:  7146 PH 2017-09-09 2319 DQ5M          59  0373   W2VP          59  003
QSO:  7136 PH 2017-09-09 2323 DQ5M          59  0374   CT9/OM3BH     59  126
QTC:  7136 PH 2017-09-09 2323 DQ5M          017/2      CT9/OM3BH     2321 DL5KUT         128
QTC:  7136 PH 2017-09-09 2323 DQ5M          017/2      CT9/OM3BH     2323 DL6RAI         062
QSO:  7149 PH 2017-09-09 2328 DQ5M          59  0375   AA4NP         59  004
QSO:  7149 PH 2017-09-09 2329 DQ5M          59  0376   CG3AT         59  452
QSO:  7149 PH 2017-09-09 2334 DQ5M          59  0377   NK3Y          59  061
QSO:  7149 PH 2017-09-09 2347 DQ5M          59  0378   W4ML          59  004
QSO:  7157 PH 2017-09-09 2358 DQ5M          59  0379   G1IBS         59  000
QSO:  7157 PH 2017-09-09 2359 DQ5M          59  0380   W4NC          59  176
QSO:  7157 PH 2017-09-10 0001 DQ5M          59  0381   WJ2D          59  004
QSO:  7157 PH 2017-09-10 0001 DQ5M          59  0382   W3FIZ         59  009
QTC:  7157 PH 2017-09-10 0002 DQ5M          001/8      W3FIZ         2246 UY1ZX          001
QTC:  7157 PH 2017-09-10 0002 DQ5M          001/8      W3FIZ         2346 CT7AHV         002
QTC:  7157 PH 2017-09-10 0002 DQ5M          001/8      W3FIZ         2347 F6BLZ          152
QTC:  7157 PH 2017-09-10 0002 DQ5M          001/8      W3FIZ         2349 F6ARC          071
QTC:  7157 PH 2017-09-10 0002 DQ5M          001/8      W3FIZ         2349 F6HLC          059
QTC:  7157 PH 2017-09-10 0002 DQ5M          001/8      W3FIZ         2354 UA7K           505
QTC:  7157 PH 2017-09-10 0002 DQ5M          001/8      W3FIZ         2357 DF0HQ          547
QTC:  7157 PH 2017-09-10 0002 DQ5M          001/8      W3FIZ         0000 OM2VL          526
QSO:  7157 PH 2017-09-10 0007 DQ5M          59  0383   KQ4LA         59  010
QSO:  7157 PH 2017-09-10 0013 DQ5M          59  0384   W4VIC         59  047
QSO:  7157 PH 2017-09-10 0015 DQ5M          59  0385   N1SOH         59  026
QSO:  7157 PH 2017-09-10 0018 DQ5M          59  0386   W4OCO         59  001
QSO:  7157 PH 2017-09-10 0037 DQ5M          59  0387   HK3JJH        59  001
QSO:  7157 PH 2017-09-10 0047 DQ5M          59  0388   NQ2F          59  001
QSO:  7157 PH 2017-09-10 0049 DQ5M          59  0389   NW3Y          59  039
QSO:  7157 PH 2017-09-10 0050 DQ5M          59  0390   WA1Z          59  070
QSO:  7157 PH 2017-09-10 0053 DQ5M          59  0391   W4WT          59  011
QSO:  7157 PH 2017-09-10 0103 DQ5M          59  0392   WA3EKL        59  127
QSO:  7157 PH 2017-09-10 0104 DQ5M          59  0393   N7XX          59  001
QSO:  7157 PH 2017-09-10 0109 DQ5M          59  0394   N6AR          59  121
QTC:  7153 PH 2017-09-10 0126 DQ5M          006/9      NW3Y          2016 DK5DQ          031
QTC:  7153 PH 2017-09-10 0126 DQ5M          006/9      NW3Y          2017 DK0FC          108
QTC:  7153 PH 2017-09-10 0126 DQ5M          006/9      NW3Y          2018 DF4XF          036
QTC:  7153 PH 2017-09-10 0126 DQ5M          006/9      NW3Y          2018 IZ4UFG         001
QTC:  7153 PH 2017-09-10 0126 DQ5M          006/9      NW3Y          0054 DF0HQ          558
QTC:  7153 PH 2017-09-10 0126 DQ5M          006/9      NW3Y          0102 E73ESP         136
QTC:  7153 PH 2017-09-10 0126 DQ5M          006/9      NW3Y          0108 LZ5K           071
QTC:  7153 PH 2017-09-10 0126 DQ5M          006/9      NW3Y          0122 HG7T           497
QTC:  7153 PH 2017-09-10 0126 DQ5M          006/9      NW3Y          0125 LA4C           022
QSO:  7163 PH 2017-09-10 0203 DQ5M          59  0395   KD2RD         59  011
QTC:  7160 PH 2017-09-10 0218 DQ5M          007/1      NW3Y          0131 UA7K           523
QSO:  7160 PH 2017-09-10 0253 DQ5M          59  0396   CO8SJ         59  010
X-QSO:  7147 PH 2017-09-10 0300 DQ5M          59  0397   DQ5M          59  XXX
QSO:  7160 PH 2017-09-10 0306 DQ5M          59  0398   W1NA          59  002
X-QSO:  3750 PH 2017-09-10 0345 DQ5M          59  0399   DQ5M          59  XXX
QSO:  7162 PH 2017-09-10 0349 DQ5M          59  0400   5B4VL         59  000
QSO:  7158 PH 2017-09-10 0417 DQ5M          59  0401   H2X           59  476
QSO: 14000 PH 2017-09-10 0422 DQ5M          59  0402   UE80IR        59  000
QSO:  7185 PH 2017-09-10 0502 DQ5M          59  0403   ZL4YL         59  035
QSO:  7150 PH 2017-09-10 0503 DQ5M          59  0404   CN2HZ         59  180
QTC:  7150 PH 2017-09-10 0503 DQ5M          015/10     CN2HZ         2030 UA4LCH         059
QTC:  7150 PH 2017-09-10 0503 DQ5M          015/10     CN2HZ         2031 DF0HQ          454
QTC:  7150 PH 2017-09-10 0503 DQ5M          015/10     CN2HZ         2031 S56A           024
QTC:  7150 PH 2017-09-10 0503 DQ5M          015/10     CN2HZ         2032 LZ2FL          008
QTC:  7150 PH 2017-09-10 0503 DQ5M          015/10     CN2HZ         2034 IK8UND         016
QTC:  7150 PH 2017-09-10 0503 DQ5M          015/10     CN2HZ         2037 DO9HP          154
QTC:  7150 PH 2017-09-10 0503 DQ5M          015/10     CN2HZ         2039 IK3XTU         016
QTC:  7150 PH 2017-09-10 0503 DQ5M          015/10     CN2HZ         2040 DK7C           221
QTC:  7150 PH 2017-09-10 0503 DQ5M          015/10     CN2HZ         2041 IU4FLO         017
QTC:  7150 PH 2017-09-10 0503 DQ5M          015/10     CN2HZ         2042 SN7D           188
QSO:  7147 PH 2017-09-10 0508 DQ5M          59  0405   W1ZY          59  008
QSO:  7153 PH 2017-09-10 0511 DQ5M          59  0406   K2RD          59  001
QSO:  7153 PH 2017-09-10 0532 DQ5M          59  0407   J69Z          59  001
QSO: 14218 PH 2017-09-10 0538 DQ5M          59  0408   UN3M          59  227
QTC: 14254 PH 2017-09-10 0539 DQ5M          067/8      4L2M          1816 SY1BFI         028
QTC: 14254 PH 2017-09-10 0539 DQ5M          067/8      4L2M          1816 DL5ALW         004
QTC: 14254 PH 2017-09-10 0539 DQ5M          067/8      4L2M          1817 GM6V           001
QTC: 14254 PH 2017-09-10 0539 DQ5M          067/8      4L2M          1817 9A4R           007
QTC: 14254 PH 2017-09-10 0539 DQ5M          067/8      4L2M          1818 DF4XF          024
QTC: 14254 PH 2017-09-10 0539 DQ5M          067/8      4L2M          1819 YO9HP          106
QTC: 14254 PH 2017-09-10 0539 DQ5M          067/8      4L2M          1821 DR7B           107
QTC: 14254 PH 2017-09-10 0539 DQ5M          067/8      4L2M          1822 IU4FLO         055
QSO: 14270 PH 2017-09-10 0542 DQ5M          59  0409   4X4UE         59  010
QTC: 14185 PH 2017-09-10 0559 DQ5M          018/10     RM9RZ         1416 YL2PP          008
QTC: 14185 PH 2017-09-10 0559 DQ5M          018/10     RM9RZ         1418 UT5C           039
QTC: 14185 PH 2017-09-10 0559 DQ5M          018/10     RM9RZ         1421 EW7M           078
QTC: 14185 PH 2017-09-10 0559 DQ5M          018/10     RM9RZ         1422 DJ5MW          015
QTC: 14185 PH 2017-09-10 0559 DQ5M          018/10     RM9RZ         1422 UX5TQ          007
QTC: 14185 PH 2017-09-10 0559 DQ5M          018/10     RM9RZ         1422 UT5CW          015
QTC: 14185 PH 2017-09-10 0559 DQ5M          018/10     RM9RZ         1426 LY5T           008
QTC: 14185 PH 2017-09-10 0559 DQ5M          018/10     RM9RZ         1428 F1OKV          007
QTC: 14185 PH 2017-09-10 0559 DQ5M          018/10     RM9RZ         1431 US5QUB         005
QTC: 14185 PH 2017-09-10 0559 DQ5M          018/10     RM9RZ         1435 OH2ECG         005
QSO: 14170 PH 2017-09-10 0610 DQ5M          59  0410   UA9CES        59  000
QTC: 14258 PH 2017-09-10 0612 DQ5M          065/7      UN7ZAF        0553 OE8HIK         018
QTC: 14258 PH 2017-09-10 0612 DQ5M          065/7      UN7ZAF        0553 SP6DVP         040
QTC: 14258 PH 2017-09-10 0612 DQ5M          065/7      UN7ZAF        0553 DF2F           174
QTC: 14258 PH 2017-09-10 0612 DQ5M          065/7      UN7ZAF        0554 9A4TX          009
QTC: 14258 PH 2017-09-10 0612 DQ5M          065/7      UN7ZAF        0555 DL4VAI         085
QTC: 14258 PH 2017-09-10 0612 DQ5M          065/7      UN7ZAF        0555 DL1MHJ         049
QTC: 14258 PH 2017-09-10 0612 DQ5M          065/7      UN7ZAF        0556 RA3DQP         004
QTC: 14208 PH 2017-09-10 0624 DQ5M          008/10     RA9MX         0518 Z35W           011
QTC: 14208 PH 2017-09-10 0624 DQ5M          008/10     RA9MX         0611 DL0SN          382
QTC: 14208 PH 2017-09-10 0624 DQ5M          008/10     RA9MX         0612 IK3UNA         103
QTC: 14208 PH 2017-09-10 0624 DQ5M          008/10     RA9MX         0615 OS8D           025
QTC: 14208 PH 2017-09-10 0624 DQ5M          008/10     RA9MX         0616 DL5RMH         080
QTC: 14208 PH 2017-09-10 0624 DQ5M          008/10     RA9MX         0616 DF2F           176
QTC: 14208 PH 2017-09-10 0624 DQ5M          008/10     RA9MX         0619 DF2KD          030
QTC: 14208 PH 2017-09-10 0624 DQ5M          008/10     RA9MX         0620 RU5TT          007
QTC: 14208 PH 2017-09-10 0624 DQ5M          008/10     RA9MX         0620 IZ4MAO         005
QTC: 14208 PH 2017-09-10 0624 DQ5M          008/10     RA9MX         0620 DK1KC          015
QSO: 14206 PH 2017-09-10 0640 DQ5M          59  0411   VK3TJK        55  008
QSO: 14188 PH 2017-09-10 0643 DQ5M          59  0412   VK2CR         55  004
QSO: 14245 PH 2017-09-10 0655 DQ5M          59  0413   UR4MBT        59  000
QSO: 14183 PH 2017-09-10 0701 DQ5M          59  0414   UA9UDX        59  000
QSO: 14269 PH 2017-09-10 0708 DQ5M          59  0415   CN2HZ         59  212
QSO: 21252 PH 2017-09-10 0715 DQ5M          59  0416   HS3LSE        59  193
QTC: 21235 PH 2017-09-10 0717 DQ5M          031/1      9M2GET        1646 DB1VQ          040
QSO: 21260 PH 2017-09-10 0726 DQ5M          59  0417   YC1ELP        59  006
QSO: 21260 PH 2017-09-10 0727 DQ5M          59  0418   HS8JCV        59  120
QSO: 21260 PH 2017-09-10 0727 DQ5M          59  0419   E20YLM        59  076
QSO: 21250 PH 2017-09-10 0729 DQ5M          59  0420   VU3NXI        59  113
QSO:  7097 PH 2017-09-10 0739 DQ5M          59  0421   V31MA         59  014
QSO: 21260 PH 2017-09-10 0746 DQ5M          59  0422   TA1BX         59  020
QSO: 21260 PH 2017-09-10 0752 DQ5M          59  0423   VU2ZMK        59  005
QSO: 21280 PH 2017-09-10 0757 DQ5M          59  0424   A61HA         59  417
QSO: 21210 PH 2017-09-10 0800 DQ5M          59  0425   VK5SFA        59  007
QSO: 21276 PH 2017-09-10 0803 DQ5M          59  0426   VU2DK         59  004
QSO: 21260 PH 2017-09-10 0805 DQ5M          59  0427   YE1ZAL        59  100
QSO: 14194 PH 2017-09-10 0808 DQ5M          59  0428   A31MM         59  016
QSO: 21238 PH 2017-09-10 0840 DQ5M          59  0429   UA9BA         59  096
QTC: 21238 PH 2017-09-10 0840 DQ5M          009/10     UA9BA         0833 DK6CQ          052
QTC: 21238 PH 2017-09-10 0840 DQ5M          009/10     UA9BA         0833 DL1JGO         041
QTC: 21238 PH 2017-09-10 0840 DQ5M          009/10     UA9BA         0833 DJ3GE          015
QTC: 21238 PH 2017-09-10 0840 DQ5M          009/10     UA9BA         0834 DJ7R           130
QTC: 21238 PH 2017-09-10 0840 DQ5M          009/10     UA9BA         0834 DJ2YA          075
QTC: 21238 PH 2017-09-10 0840 DQ5M          009/10     UA9BA         0835 DL7BC          154
QTC: 21238 PH 2017-09-10 0840 DQ5M          009/10     UA9BA         0835 IK3TZB         024
QTC: 21238 PH 2017-09-10 0840 DQ5M          009/10     UA9BA         0835 DF0BV          076
QTC: 21238 PH 2017-09-10 0840 DQ5M          009/10     UA9BA         0836 DL1DAW         223
QTC: 21238 PH 2017-09-10 0840 DQ5M          009/10     UA9BA         0836 DL7CX          011
QSO: 21244 PH 2017-09-10 0842 DQ5M          59  0430   4X0T          59  521
QSO: 21235 PH 2017-09-10 0849 DQ5M          59  0431   VU2IBI        59  045
QSO: 21235 PH 2017-09-10 0851 DQ5M          59  0432   RZ9UO         59  055
QSO: 21235 PH 2017-09-10 0858 DQ5M          59  0433   VU3BUN        59  004
QSO: 21204 PH 2017-09-10 0901 DQ5M          59  0434   A62A          59  023
QSO: 21225 PH 2017-09-10 0902 DQ5M          59  0435   RT9L          59  245
QSO: 21235 PH 2017-09-10 0909 DQ5M          59  0436   A61EK         59  250
QTC: 14223 PH 2017-09-10 0916 DQ5M          036/2      PY1GQ         0852 DL8R           083
QTC: 14223 PH 2017-09-10 0916 DQ5M          036/2      PY1GQ         0853 DL3IF          041
QSO: 14250 PH 2017-09-10 0927 DQ5M          59  0437   SV8QDJ        59  029
QSO: 21247 PH 2017-09-10 0938 DQ5M          59  0438   RT8U          59  017
QSO: 14250 PH 2017-09-10 0938 DQ5M          59  0439   TA4DX         59  000
QSO: 21284 PH 2017-09-10 0939 DQ5M          59  0440   4L2M          59  528
QSO: 14250 PH 2017-09-10 0946 DQ5M          59  0441   OH3EJR        59  118
QSO: 14250 PH 2017-09-10 0948 DQ5M          59  0442   R7RAN         59  000
QSO: 21204 PH 2017-09-10 0957 DQ5M          59  0443   ZS9Z          59  057
QSO: 21237 PH 2017-09-10 1003 DQ5M          59  0444   CR3W          59  1577
QSO: 21213 PH 2017-09-10 1004 DQ5M          59  0445   E21YDP        59  238
QSO: 21208 PH 2017-09-10 1004 DQ5M          59  0446   E2A           59  380
QTC: 21190 PH 2017-09-10 1004 DQ5M          016/10     HS8JCV        0929 DL5KUT         137
QTC: 21190 PH 2017-09-10 1004 DQ5M          016/10     HS8JCV        0933 EA5DFV         498
QTC: 21190 PH 2017-09-10 1004 DQ5M          016/10     HS8JCV        0934 DL8DBW         070
QTC: 21190 PH 2017-09-10 1004 DQ5M          016/10     HS8JCV        0939 DL9GS          008
QTC: 21190 PH 2017-09-10 1004 DQ5M          016/10     HS8JCV        0940 DL6NDW         163
QTC: 21190 PH 2017-09-10 1004 DQ5M          016/10     HS8JCV        0942 DK2DQ          112
QTC: 21190 PH 2017-09-10 1004 DQ5M          016/10     HS8JCV        0942 OE3DXA         143
QTC: 21190 PH 2017-09-10 1004 DQ5M          016/10     HS8JCV        0944 DL0MET         068
QTC: 21190 PH 2017-09-10 1004 DQ5M          016/10     HS8JCV        0944 DL8UI          082
QTC: 21190 PH 2017-09-10 1004 DQ5M          016/10     HS8JCV        0945 OE3DSB         005
QSO: 21241 PH 2017-09-10 1011 DQ5M          59  0447   OD5VB         59  000
QSO: 21276 PH 2017-09-10 1019 DQ5M          59  0448   VK8NSB        59  001
QSO: 21276 PH 2017-09-10 1025 DQ5M          59  0449   YB6DE         59  195
QSO: 21286 PH 2017-09-10 1037 DQ5M          59  0450   HS8GLR        59  067
QSO: 21276 PH 2017-09-10 1041 DQ5M          59  0451   AT5M          59  055
QSO: 21276 PH 2017-09-10 1043 DQ5M          59  0452   FR8QN         59  035
QSO: 21241 PH 2017-09-10 1050 DQ5M          59  0453   PP1CZ         59  195
QSO: 21230 PH 2017-09-10 1052 DQ5M          59  0454   UN3M          59  458
QSO: 21300 PH 2017-09-10 1055 DQ5M          59  0455   A71A          59  000
QSO: 21260 PH 2017-09-10 1101 DQ5M          59  0456   PY5AB         59  269
QSO: 21295 PH 2017-09-10 1109 DQ5M          59  0457   3B9FR         59  046
QSO: 21276 PH 2017-09-10 1123 DQ5M          59  0458   ZS1C          59  001
QSO: 21276 PH 2017-09-10 1125 DQ5M          59  0459   D2XX          57  000
QSO: 21276 PH 2017-09-10 1125 DQ5M          59  0460   ZS6MAR        59  002
QSO: 14249 PH 2017-09-10 1134 DQ5M          59  0461   TA3X          59  049
QSO: 14205 PH 2017-09-10 1137 DQ5M          59  0462   A62A          59  107
QSO: 14240 PH 2017-09-10 1139 DQ5M          59  0463   K1AR          59  014
QSO: 14237 PH 2017-09-10 1144 DQ5M          59  0464   K1MAA         59  008
QSO: 14237 PH 2017-09-10 1147 DQ5M          59  0465   VX3150        59  006
QSO: 14237 PH 2017-09-10 1147 DQ5M          59  0466   W1DQ          59  003
QSO: 14237 PH 2017-09-10 1148 DQ5M          59  0467   WA3ZMH        59  016
QSO: 14237 PH 2017-09-10 1156 DQ5M          59  0468   WA1PGB        59  006
QSO: 14237 PH 2017-09-10 1158 DQ5M          59  0469   2I0NUM        59  002
QSO: 14237 PH 2017-09-10 1201 DQ5M          59  0470   W4KA          59  001
QSO: 14237 PH 2017-09-10 1202 DQ5M          59  0471   CG1BB         59  004
QSO: 14182 PH 2017-09-10 1206 DQ5M          59  0472   JA1CG         59  021
QSO: 14237 PH 2017-09-10 1212 DQ5M          59  0473   KI5VO         59  002
QSO: 14230 PH 2017-09-10 1216 DQ5M          59  0474   RW9QA         59  073
QTC: 14230 PH 2017-09-10 1216 DQ5M          012/10     RW9QA         1917 DK7C           204
QTC: 14230 PH 2017-09-10 1216 DQ5M          012/10     RW9QA         1922 OM2VL          387
QTC: 14230 PH 2017-09-10 1216 DQ5M          012/10     RW9QA         1212 IK8UND         074
QTC: 14230 PH 2017-09-10 1216 DQ5M          012/10     RW9QA         1212 DJ5MW          111
QTC: 14230 PH 2017-09-10 1216 DQ5M          012/10     RW9QA         1213 DL0WW          110
QTC: 14230 PH 2017-09-10 1216 DQ5M          012/10     RW9QA         1213 OH2PM          040
QTC: 14230 PH 2017-09-10 1216 DQ5M          012/10     RW9QA         1213 OG55W          099
QTC: 14230 PH 2017-09-10 1216 DQ5M          012/10     RW9QA         1213 DF2F           211
QTC: 14230 PH 2017-09-10 1216 DQ5M          012/10     RW9QA         1114 DF3TE          132
QTC: 14230 PH 2017-09-10 1216 DQ5M          012/10     RW9QA         1114 RA3DQP         011
QSO: 14187 PH 2017-09-10 1218 DQ5M          59  0475   UA9BA         59  149
QSO: 21210 PH 2017-09-10 1220 DQ5M          59  0476   YF3WIL        59  036
QSO: 21273 PH 2017-09-10 1222 DQ5M          59  0477   PP5CY         59  053
QSO: 21301 PH 2017-09-10 1223 DQ5M          59  0478   PY5WW         59  145
QSO: 21298 PH 2017-09-10 1227 DQ5M          59  0479   PY3KN         59  051
QTC: 21298 PH 2017-09-10 1227 DQ5M          085/6      PY3KN         1902 DL0GD          025
QTC: 21298 PH 2017-09-10 1227 DQ5M          085/6      PY3KN         1916 DL0HN          187
QTC: 21298 PH 2017-09-10 1227 DQ5M          085/6      PY3KN         1920 DL0CS          181
QTC: 21298 PH 2017-09-10 1227 DQ5M          085/6      PY3KN         1921 DJ2YA          043
QTC: 21298 PH 2017-09-10 1227 DQ5M          085/6      PY3KN         1930 DJ7R           066
QTC: 21298 PH 2017-09-10 1227 DQ5M          085/6      PY3KN         1932 O5NBX          028
QSO: 21298 PH 2017-09-10 1239 DQ5M          59  0480   PY2LPM        59  015
QSO: 21298 PH 2017-09-10 1240 DQ5M          59  0481   PY5EG         59  179
QTC: 21298 PH 2017-09-10 1240 DQ5M          023/5      PY5EG         1524 DF3TE          055
QTC: 21298 PH 2017-09-10 1240 DQ5M          023/5      PY5EG         1526 DL7BC          085
QTC: 21298 PH 2017-09-10 1240 DQ5M          023/5      PY5EG         1527 DF9VJ          067
QTC: 21298 PH 2017-09-10 1240 DQ5M          023/5      PY5EG         1527 HB9NBG         004
QTC: 21298 PH 2017-09-10 1240 DQ5M          023/5      PY5EG         1527 DJ9HX          032
QSO: 21237 PH 2017-09-10 1245 DQ5M          59  0482   PY2TKB        59  119
QSO: 28490 PH 2017-09-10 1247 DQ5M          59  0483   9K2HN         59  1734
QTC: 21205 PH 2017-09-10 1250 DQ5M          009/10     ZS9Z          1012 DL8R           094
QTC: 21205 PH 2017-09-10 1250 DQ5M          009/10     ZS9Z          1013 GB3RS          004
QTC: 21205 PH 2017-09-10 1250 DQ5M          009/10     ZS9Z          1014 OE3DXA         147
QTC: 21205 PH 2017-09-10 1250 DQ5M          009/10     ZS9Z          1015 OK1OA          071
QTC: 21205 PH 2017-09-10 1250 DQ5M          009/10     ZS9Z          1017 R8DX           001
QTC: 21205 PH 2017-09-10 1250 DQ5M          009/10     ZS9Z          1018 F4FYE          007
QTC: 21205 PH 2017-09-10 1250 DQ5M          009/10     ZS9Z          1018 8S0C           193
